Lemma,PoS,Cons,Freq(ipm),Length
супермен,s,СПРМН,1.9,8
супермаркет,s,СПРМРКТ,7.9,11
сопромат,s,СПРМТ,0.8,8
сперматозоид,s,СПРМТЗД,2.5,12
супрематизм,s,СПРМТЗМ,0.4,11
аспирин,s,СПРН,2.6,7
испарение,s,СПРН,3.9,9
испарина,s,СПРН,2.4,8
саперный,a,СПРН,2.5,8
сопрано,s,СПРН,1.8,7
Спирин,s.PROP,СПРН,3.7,6
спорный,a,СПРН,12.4,7
соперник,s,СПРНК,28.4,8
Сперанский,s.PROP,СПРНСК,2.9,10
аспирант,s,СПРНТ,8.3,8
спринт,s,СПРНТ,1.2,6
эсперанто,s,СПРНТ,0.5,9
аспирантка,s,СПРНТК,3.2,10
супернатант,s,СПРНТНТ,0.7,11
аспирантура,s,СПРНТР,7.5,11
спринтер,s,СПРНТР,0.5,8
спринтерский,a,СПРНТРСК,0.5,12
аспирантский,a,СПРНТСК,0.7,12
соперница,s,СПРНЦ,3.7,9
соперничество,s,СПРНЧСТВ,5.4,13
соперничать,v,СПРНЧТ,4.6,11
суперпозиция,s,СПРПЗЦ,0.6,12
спарринг,s,СПРРНГ,1.0,8
спрос,s,СПРС,47.5,5
суперсовременный,a,СПРСВРМНН,1.2,16
суперский,a,СПРСК,0.5,9
спросонья,adv,СПРСН,2.0,9
спросонок,adv,СПРСНК,0.9,9
эспрессо,s,СПРСС,0.9,8
спрессовать,v,СПРССВТ,1.6,11
испросить,v,СПРСТ,1.3,9
спросить,v,СПРСТ,573.9,8
спроситься,v,СПРСТС,0.9,10
испарять,v,СПРТ,0.4,8
оспорить,v,СПРТ,4.2,8
сопреть,v,СПРТ,0.4,7
спарить,v,СПРТ,0.9,7
спереть,v,СПРТ,3.3,7
спертый,a,СПРТ,1.2,7
спирт,s,СПРТ,22.2,5
спорить,v,СПРТ,53.1,7
спороть,v,СПРТ,0.7,7
спорт,s,СПРТ,58.5,5
спрайт,s,СПРТ,0.5,6
спрут,s,СПРТ,0.8,5
спиртовой,a,СПРТВ,1.5,9
супротив,pr,СПРТВ,0.8,8
спиртовка,s,СПРТВК,0.6,9
сопротивляемость,s,СПРТВЛМСТ,1.2,16
сопротивление,s,СПРТВЛН,36.1,13
сопротивляться,v,СПРТВЛТС,19.2,14
спортивно,adv,СПРТВН,0.5,9
спортивный,a,СПРТВН,62.0,10
спортивно-оздоровительный,a,СПРТВНЗДРВТЛН,0.5,25
спортивность,s,СПРТВНСТ,0.4,12
спиртзавод,s,СПРТЗВД,0.4,10
спортзал,s,СПРТЗЛ,4.0,8
сепаратизм,s,СПРТЗМ,2.2,10
спиритизм,s,СПРТЗМ,0.4,9
Спартак,s.PROP,СПРТК,14.2,7
спартаковский,a,СПРТКВСК,0.9,13
спартаковец,s,СПРТКВЦ,0.8,11
спартакиада,s,СПРТКД,2.0,11
спортклуб,s,СПРТКЛБ,0.7,9
спорткомплекс,s,СПРТКМПЛКС,1.2,13
спорткомитет,s,СПРТКМТТ,2.3,12
испаритель,s,СПРТЛ,1.3,10
сепаратный,a,СПРТН,1.5,10
спиртное,s,СПРТН,8.9,8
спиртной,a,СПРТН,3.4,8
спортинвентарь,s,СПРТНВНТР,0.4,14
спартанский,a,СПРТНСК,0.7,11
спартанец,s,СПРТНЦ,0.5,9
спортплощадка,s,СПРТПЛЩДК,0.5,13
спортпрототип,s,СПРТПРТТП,0.4,13
сепаратор,s,СПРТР,1.1,9
испариться,v,СПРТС,4.3,10
испаряться,v,СПРТС,2.5,10
спориться,v,СПРТС,0.6,9
спиртосодержащий,a,СПРТСДРЖЩ,0.9,16
спортсмен,s,СПРТСМН,25.4,9
спортсменка,s,СПРТСМНК,2.2,11
сепаратист,s,СПРТСТ,2.9,10
сепаратистский,a,СПРТСТСК,1.2,14
испортить,v,СПРТТ,22.2,9
спрятать,v,СПРТТ,38.8,8
испортиться,v,СПРТТС,5.3,11
спрятаться,v,СПРТТС,19.1,10
спиритический,a,СПРТЧСК,0.5,13
супрефект,s,СПРФКТ,0.4,9
суперфосфат,s,СПРФСФТ,0.4,11
сепарация,s,СПРЦ,0.6,9
спроецировать,v,СПРЦРВТ,0.6,13
сопрячь,v,СПРЧ,5.1,7
испорченный,a,СПРЧНН,3.2,11
испорченность,s,СПРЧННСТ,0.5,13
сопричастный,a,СПРЧСТН,0.4,12
сопричастность,s,СПРЧСТНСТ,1.0,14
испрашивать,v,СПРШВТ,0.9,11
спрашивать,v,СПРШВТ,208.3,10
испрашиваться,v,СПРШВТС,0.5,13
спрашиваться,v,СПРШВТС,7.4,12
спорщик,s,СПРЩК,1.2,7
спас,s,СПС,3.2,4
спесь,s,СПС,1.5,5
СПС,s.PROP,СПС,21.5,3
спасибо,adv,СПСБ,53.4,7
спасибо,part,СПСБ,43.9,7
спасибо,s,СПСБ,23.3,7
способ,s,СПСБ,164.2,6
способный,a,СПСБН,150.5,9
способность,s,СПСБНСТ,99.9,11
способствовать,v,СПСБСТВВТ,62.5,14
спасибочки,part,СПСБЧК,0.7,10
спесивый,a,СПСВ,0.9,8
спасовать,v,СПСВТ,0.6,9
списывать,v,СПСВТ,4.1,9
списываться,v,СПСВТС,1.1,11
список,s,СПСК,97.2,6
спуск,s,СПСК,17.6,5
спусковой,a,СПСКВ,4.2,9
спускаемый,a,СПСКМ,1.4,10
испускать,v,СПСКТ,2.1,9
спускать,v,СПСКТ,10.0,8
спускаться,v,СПСКТС,34.3,10
спасение,s,СПСН,45.4,8
спасенье,s,СПСН,1.0,8
списание,s,СПСН,3.7,8
спасо-преображенский,a,СПСПРБРЖНСК,0.6,20
сепсис,s,СПСС,0.6,6
спасский,a,СПССК,2.4,8
спассеровать,v,СПССРВТ,0.4,12
исписать,v,СПСТ,6.2,8
спасать,v,СПСТ,33.1,7
спасти,v,СПСТ,80.1,6
спасть,v,СПСТ,7.1,6
списать,v,СПСТ,10.9,7
спустя,pr,СПСТ,77.2,6
сопоставление,s,СПСТВЛН,11.8,13
сопоставлять,v,СПСТВЛТ,4.3,12
сопоставляться,v,СПСТВЛТС,1.0,14
сопоставимый,a,СПСТВМ,7.8,12
сопоставимость,s,СПСТВМСТ,1.0,14
сопоставить,v,СПСТВТ,5.6,11
спасатель,s,СПСТЛ,8.0,9
спаситель,s,СПСТЛ,21.4,9
спасательный,a,СПСТЛН,7.0,12
спасительно,adv,СПСТЛН,0.4,11
спасительный,a,СПСТЛН,11.4,12
спасительница,s,СПСТЛНЦ,0.6,13
спасаться,v,СПСТС,10.5,9
спастись,v,СПСТС,11.1,8
списаться,v,СПСТС,0.9,9
испустить,v,СПСТТ,1.4,9
спустить,v,СПСТТ,15.1,8
супостат,s,СПСТТ,1.1,8
спуститься,v,СПСТТС,39.5,10
списочек,s,СПСЧК,0.5,8
списочный,a,СПСЧН,0.7,9
супесчаный,a,СПСЧН,0.5,10
испитой,a,СПТ,0.8,7
испить,v,СПТ,1.8,6
осыпать,v,СПТ,4.8,7
сипеть,v,СПТ,1.4,6
сопеть,v,СПТ,7.3,6
спать,v,СПТ,221.9,5
спаять,v,СПТ,0.9,6
спеть,v,СПТ,21.1,5
споить,v,СПТ,0.6,6
сыпать,v,СПТ,6.6,6
успеть,v,СПТ,203.4,6
усыпать,v,СПТ,5.2,7
усыпить,v,СПТ,2.4,7
испытывать,v,СПТВТ,76.6,10
испытываться,v,СПТВТС,1.6,12
споткнуться,v,СПТКНТС,8.5,11
спотыкаться,v,СПТКТС,7.3,11
испытуемый,a,СПТМ,0.5,10
испытуемый,s,СПТМ,9.1,10
испытание,s,СПТН,66.1,9
спутник,s,СПТНК,31.9,7
спутниковый,a,СПТНКВ,5.3,11
испытанный,a,СПТНН,3.8,10
спутница,s,СПТНЦ,6.2,8
осыпаться,v,СПТС,5.6,9
спаться,v,СПТС,4.5,7
спеться,v,СПТС,0.7,7
спиться,v,СПТС,4.1,7
сыпаться,v,СПТС,8.9,8
успеться,v,СПТС,0.9,8
сопутствовать,v,СПТСТВВТ,5.8,13
сопутствующий,a,СПТСТВЩ,4.6,13
испытать,v,СПТТ,36.5,8
спутать,v,СПТТ,8.3,7
спятить,v,СПТТ,3.6,7
испытатель,s,СПТТЛ,2.0,10
испытательный,a,СПТТЛН,5.7,13
спутаться,v,СПТТС,1.4,9
испытующе,adv,СПТЩ,1.7,9
испытующий,a,СПТЩ,0.8,10
сапфир,s,СПФР,1.4,6
сапфировый,a,СПФРВ,0.5,10
спех,s,СПХ,0.7,4
успех,s,СПХ,149.5,5
спихивать,v,СПХВТ,0.7,9
спохватываться,v,СПХВТВТС,2.3,14
спохватиться,v,СПХВТТС,14.3,12
спихнуть,v,СПХНТ,1.9,8
спец,s,СПЦ,4.8,4
специя,s,СПЦ,3.6,6
спица,s,СПЦ,3.6,5
спецовка,s,СПЦВК,1.6,8
спецвыпуск,s,СПЦВПСК,0.4,10
спецгруппа,s,СПЦГРПП,0.7,10
спецодежда,s,СПЦДЖД,1.2,10
спецдепозитарий,s,СПЦДПЗТР,0.6,15
спецзадание,s,СПЦЗДН,0.5,11
спецзаказ,s,СПЦЗКЗ,0.4,9
спецкор,s,СПЦКР,1.2,7
спецкурс,s,СПЦКРС,0.9,8
спецэкспортер,s,СПЦКСПРТР,0.4,13
специализированный,a,СПЦЛЗРВНН,22.0,18
специализировать,v,СПЦЛЗРВТ,0.8,16
специализироваться,v,СПЦЛЗРВТС,10.2,18
специализация,s,СПЦЛЗЦ,9.2,13
специально,adv,СПЦЛН,73.9,10
специальный,a,СПЦЛН,156.8,11
специальность,s,СПЦЛНСТ,28.6,13
специалист,s,СПЦЛСТ,161.9,10
специалистка,s,СПЦЛСТК,0.7,12
спецназ,s,СПЦНЗ,10.2,7
спецназовский,a,СПЦНЗВСК,0.4,13
спецназовец,s,СПЦНЗВЦ,3.7,11
спецподразделение,s,СПЦПДРЗДЛН,2.4,17
спецпредставитель,s,СПЦПРДСТВТЛ,0.9,17
спецоперация,s,СПЦПРЦ,2.1,12
спецрейс,s,СПЦРС,0.5,8
спецсигнал,s,СПЦСГНЛ,0.5,10
спецслужба,s,СПЦСЛЖБ,18.2,10
спецсредство,s,СПЦСРДСТВ,0.4,12
спецотдел,s,СПЦТДЛ,0.4,9
спецтехника,s,СПЦТХНК,0.9,11
специфика,s,СПЦФК,20.7,9
спецификация,s,СПЦФКЦ,2.4,12
спецэффект,s,СПЦФФКТ,1.4,10
специфичный,a,СПЦФЧН,3.4,11
специфичность,s,СПЦФЧНСТ,3.4,13
специфически,adv,СПЦФЧСК,2.4,12
специфический,a,СПЦФЧСК,27.5,13
спецхран,s,СПЦХРН,0.5,8
спецшкола,s,СПЦШКЛ,1.5,9
испечь,v,СПЧ,3.4,6
спич,s,СПЧ,0.8,4
сыпучий,a,СПЧ,1.8,7
спичка,s,СПЧК,20.3,6
спячка,s,СПЧК,2.2,6
супчик,s,СПЧК,1.3,6
испачкать,v,СПЧКТ,3.3,9
испачкаться,v,СПЧКТС,0.6,11
спичрайтер,s,СПЧРТР,0.5,10
спечься,v,СПЧС,1.3,7
спичечный,a,СПЧЧН,3.2,9
осипший,a,СПШ,0.4,7
усопший,a,СПШ,0.6,7
усопший,s,СПШ,3.6,7
спешка,s,СПШК,7.0,6
спешно,adv,СПШН,7.0,6
спешный,a,СПШН,1.7,7
успешно,adv,СПШН,46.5,7
успешный,a,СПШН,36.8,8
успешность,s,СПШНСТ,2.7,10
спешить,v,СПШТ,69.7,7
спешиться,v,СПШТС,1.6,9
спящий,a,СПЩ,4.1,6
спящий,s,СПЩ,2.8,6
испещрить,v,СПЩРТ,2.4,9
сайра,s,СР,0.4,5
Сара,s.PROP,СР,2.9,4
сарай,s,СР,23.9,5
сари,s,СР,0.7,4
сера,s,СР,4.0,4
серия,s,СР,62.8,5
серо,adv,СР,0.4,4
серый,a,СР,96.1,5
сир,s,СР,0.6,3
Сирия,s.PROP,СР,5.7,5
сирый,a,СР,1.2,5
сор,s,СР,3.8,3
сура,s,СР,1.2,4
сыр,s,СР,19.5,3
сыро,adv,СР,2.7,4
сырой,a,СР,28.2,5
сырье,s,СР,35.0,5
сэр,s,СР,21.3,3
сюр,s,СР,0.7,3
эсер,s,СР,4.5,4
серб,s,СРБ,6.2,4
Сербия,s.PROP,СРБ,5.6,6
сруб,s,СРБ,2.7,4
Сорбонна,s.PROP,СРБНН,1.7,8
сорбент,s,СРБНТ,1.9,7
серебро,s,СРБР,15.1,7
сыр-бор,s,СРБР,0.9,7
сорбировать,v,СРБРВТ,1.1,11
Серебряков,s.PROP,СРБРКВ,1.8,10
серебряный,a,СРБРН,34.8,10
серебрянка,s,СРБРНК,0.7,10
сребреник,s,СРБРНК,0.4,9
серебристый,a,СРБРСТ,10.4,11
серебристо-серый,a,СРБРСТСР,0.4,16
серебриться,v,СРБРТС,1.5,11
сербский,a,СРБСК,7.0,8
срубать,v,СРБТ,0.5,7
срубить,v,СРБТ,4.8,7
срабатывание,s,СРБТВН,1.6,12
срабатывать,v,СРБТВТ,5.6,11
сработанный,a,СРБТНН,0.5,11
сработать,v,СРБТТ,15.5,9
сработаться,v,СРБТТС,1.3,11
сорбция,s,СРБЦ,1.1,7
сорбционный,a,СРБЦНН,0.5,11
Серов,s.PROP,СРВ,4.5,5
срыв,s,СРВ,9.2,4
сурово,adv,СРВ,11.1,6
суровый,a,СРВ,36.6,7
сырьевой,a,СРВ,11.1,8
сорвиголова,s,СРВГЛВ,0.4,11
сероводород,s,СРВДРД,1.0,11
сероводородный,a,СРВДРДН,0.4,14
сервиз,s,СРВЗ,3.8,6
сервелат,s,СРВЛТ,0.4,8
соревнование,s,СРВНВН,32.7,12
сравнивать,v,СРВНВТ,24.5,10
соревновательный,a,СРВНВТЛН,1.0,16
соревноваться,v,СРВНВТС,6.1,13
сравниваться,v,СРВНВТС,1.8,12
сравнимый,a,СРВНМ,8.3,9
сравнение,s,СРВНН,109.1,9
сервант,s,СРВНТ,2.5,7
сравнить,v,СРВНТ,31.7,8
сравнять,v,СРВНТ,0.8,8
сровнять,v,СРВНТ,0.5,8
сравнительно,adv,СРВНТЛН,23.6,12
сравнительный,a,СРВНТЛН,15.0,13
сравнительно-исторический,a,СРВНТЛНСТРЧСК,0.4,25
Сервантес,s.PROP,СРВНТС,1.7,9
сравниться,v,СРВНТС,3.3,10
сравняться,v,СРВНТС,2.9,10
сорванец,s,СРВНЦ,0.8,8
сервер,s,СРВР,7.4,6
сервировка,s,СРВРВК,1.1,10
сервировать,v,СРВРВТ,1.9,11
серверный,a,СРВРН,0.9,9
сервис,s,СРВС,14.6,6
саровский,a,СРВСК,2.3,9
эсеровский,a,СРВСК,0.6,10
сервисный,a,СРВСН,6.9,9
суровость,s,СРВСТ,2.5,9
сероватый,a,СРВТ,2.0,9
сорвать,v,СРВТ,25.7,7
срывать,v,СРВТ,9.5,7
сыроватый,a,СРВТ,0.9,9
сорваться,v,СРВТС,22.9,9
срываться,v,СРВТС,11.5,9
сервитут,s,СРВТТ,1.4,8
Сергей,s.PROP,СРГ,209.5,6
Сергий,s.PROP,СРГ,9.6,6
Серега,s.PROP,СРГ,13.4,6
серьга,s,СРГ,5.7,6
Сергеев,s.PROP,СРГВ,7.3,7
сергиев,a,СРГВ,2.0,7
Сергеевна,s.PROP,СРГВН,20.1,9
сергиево-посадский,a,СРГВПСДСК,0.7,18
сергиевский,a,СРГВСК,1.2,11
Сергеевич,s.PROP,СРГВЧ,54.9,9
серо-голубой,a,СРГЛБ,1.1,12
сероглазый,a,СРГЛЗ,1.0,10
среагировать,v,СРГРВТ,2.5,12
сургутский,a,СРГТСК,0.6,10
Сергеич,s.PROP,СРГЧ,5.3,7
сургуч,s,СРГЧ,1.1,6
сургучный,a,СРГЧН,0.5,9
середа,s,СРД,0.6,6
середь,pr,СРД,0.4,6
среда,s,СРД,142.4,5
среди,pr,СРД,314.9,5
средь,pr,СРД,4.8,5
сроду,adv,СРД,5.1,5
усердие,s,СРД,5.7,7
сердобольный,a,СРДБЛН,2.5,12
средовый,a,СРДВ,0.6,8
средиземный,a,СРДЗМН,3.7,11
Средиземноморье,s.PROP,СРДЗМНМР,2.2,15
средиземноморский,a,СРДЗМНМРСК,2.5,17
середка,s,СРДК,1.4,7
сарделька,s,СРДЛК,1.9,9
сердолик,s,СРДЛК,0.4,8
сардина,s,СРДН,0.6,7
середина,s,СРДН,88.2,8
средина,s,СРДН,0.5,7
средне,adv,СРДН,1.7,6
среднее,s,СРДН,29.6,7
средний,a,СРДН,177.3,7
сродни,adv,СРДН,3.4,6
сродни,pr,СРДН,3.2,6
сродный,a,СРДН,0.4,7
усердно,adv,СРДН,5.3,7
усердный,a,СРДН,2.6,8
средневзвешенный,a,СРДНВЗВШНН,1.2,16
средневозрастной,a,СРДНВЗРСТН,0.4,16
средневековый,a,СРДНВКВ,20.5,13
средневековье,s,СРДНВКВ,10.9,13
средневолжский,a,СРДНВЛЖСК,0.4,14
среднеевропейский,a,СРДНВРПСК,0.7,17
среднегодовой,a,СРДНГДВ,3.4,13
среднедушевой,a,СРДНДШВ,1.4,13
среднеазиатский,a,СРДНЗТСК,3.0,15
серединка,s,СРДНК,0.7,9
середняк,s,СРДНК,1.0,8
сурдинка,s,СРДНК,0.4,8
среднемировой,a,СРДНМРВ,0.4,13
среднемесячный,a,СРДНМСЧН,2.8,14
осреднение,s,СРДНН,0.4,10
серединный,a,СРДНН,0.5,10
срединный,a,СРДНН,2.3,9
усреднение,s,СРДНН,0.7,10
средненький,a,СРДННК,0.7,11
среднерусский,a,СРДНРССК,1.0,13
среднероссийский,a,СРДНРСССК,0.8,16
среднесписочный,a,СРДНСПСЧН,0.4,15
среднесрочный,a,СРДНСРЧН,3.3,13
среднестатистический,a,СРДНСТТСТЧСК,3.4,20
среднесуточный,a,СРДНСТЧН,0.9,14
усреднить,v,СРДНТ,2.5,9
сродниться,v,СРДНТС,1.2,10
середнячок,s,СРДНЧК,0.4,10
средство,s,СРДСТВ,363.9,8
сродство,s,СРДСТВ,1.9,8
усердствовать,v,СРДСТВВТ,1.6,13
средостение,s,СРДСТН,0.8,11
сердито,adv,СРДТ,18.6,7
сердитый,a,СРДТ,7.8,8
сердить,v,СРДТ,1.4,7
соорудить,v,СРДТ,9.8,9
осердиться,v,СРДТС,0.4,10
сердиться,v,СРДТС,22.0,9
средоточие,s,СРДТЧ,2.7,10
сердце,s,СРДЦ,245.1,6
сердцебиение,s,СРДЦБН,1.8,12
сердцевидный,a,СРДЦВДН,0.4,12
сердцевина,s,СРДЦВН,5.0,10
сердцеед,s,СРДЦД,0.5,8
сородич,s,СРДЧ,1.8,7
сердечко,s,СРДЧК,3.1,8
сердечно,adv,СРДЧН,5.0,8
сердечный,a,СРДЧН,20.3,9
сердечник,s,СРДЧНК,1.5,9
сердечно-сосудистый,a,СРДЧНССДСТ,3.1,19
сердечность,s,СРДЧНСТ,1.0,11
сердчишко,s,СРДЧШК,0.4,9
сердешный,a,СРДШН,0.6,9
Сережа,s.PROP,СРЖ,35.5,6
Серж,s.PROP,СРЖ,3.1,4
сережка,s,СРЖК,8.5,7
сыроежка,s,СРЖК,1.2,8
сережин,a,СРЖН,0.4,7
сооружение,s,СРЖН,35.3,10
сражение,s,СРЖН,17.4,8
сержант,s,СРЖНТ,34.2,7
сержантик,s,СРЖНТК,0.4,9
сержантский,a,СРЖНТСК,1.2,11
сурожский,a,СРЖСК,4.7,9
срежиссировать,v,СРЖССРВТ,0.8,14
сооружать,v,СРЖТ,2.5,9
сооружаться,v,СРЖТС,0.8,11
сражаться,v,СРЖТС,15.3,9
серьез,s,СРЗ,2.2,6
сразу,adv,СРЗ,486.0,5
срез,s,СРЗ,6.0,4
срезка,s,СРЗК,0.5,6
серо-зеленый,a,СРЗЛН,1.5,12
соразмерный,a,СРЗМРН,1.6,11
соразмерность,s,СРЗМРНСТ,1.0,13
соразмерять,v,СРЗМРТ,0.4,11
серозный,a,СРЗН,1.3,8
серьезно,adv,СРЗН,61.6,8
серьезный,a,СРЗН,173.0,9
сурьезный,a,СРЗН,0.4,9
серьезность,s,СРЗНСТ,9.5,11
серьезнейший,a,СРЗНШ,2.0,12
сразить,v,СРЗТ,4.0,7
срезать,v,СРЗТ,11.7,7
сразиться,v,СРЗТС,1.7,9
срезаться,v,СРЗТС,0.5,9
сорок,num,СРК,99.5,5
сорока,s,СРК,5.8,6
срок,s,СРК,219.7,4
сурик,s,СРК,0.7,5
сурок,s,СРК,1.2,5
сырок,s,СРК,1.7,5
сороковой,anum,СРКВ,6.5,9
Суриков,s.PROP,СРКВ,2.5,7
Сурков,s.PROP,СРКВ,5.0,6
сороковины,s,СРКВН,0.4,10
сорокаградусный,a,СРКГРДСН,1.0,15
сарказм,s,СРКЗМ,3.2,7
сорокалетие,s,СРКЛТ,0.9,11
сорокалетний,a,СРКЛТН,4.1,12
саркома,s,СРКМ,0.6,7
Сорокин,s.PROP,СРКН,8.1,7
сероконверсия,s,СРКНВРС,0.6,13
сороконожка,s,СРКНЖК,0.4,11
сорокинский,a,СРКНСК,0.5,11
сирконстант,s,СРКНСТНТ,1.4,11
сорокапятилетний,a,СРКПТЛТН,0.5,16
сырокопченый,a,СРКПЧН,1.3,12
саркастически,adv,СРКСТЧСК,1.6,13
саркастический,a,СРКСТЧСК,1.5,14
саркофаг,s,СРКФГ,2.5,8
сериал,s,СРЛ,12.9,6
серологический,a,СРЛГЧСК,2.3,14
срам,s,СРМ,2.4,4
сурьма,s,СРМ,0.5,6
сырьем,adv,СРМ,0.4,6
сормовский,a,СРМВСК,0.6,10
сермяжный,a,СРМЖН,0.4,9
срамной,a,СРМН,0.8,7
срамота,s,СРМТ,0.4,7
сыромятный,a,СРМТН,0.6,10
осрамиться,v,СРМТС,0.7,10
сарайный,a,СРН,0.5,8
серийно,adv,СРН,1.1,7
серийный,a,СРН,11.0,8
серный,a,СРН,2.3,6
Сирано,s.PROP,СРН,3.4,6
сирена,s,СРН,7.0,6
сирень,s,СРН,8.2,6
сорный,a,СРН,1.5,6
сраный,a,СРН,1.5,6
сырный,a,СРН,1.0,6
сиреневый,a,СРНВ,6.7,9
серонегативный,a,СРНГТВН,0.8,14
серенада,s,СРНД,1.4,8
серенький,a,СРНК,4.3,9
соринка,s,СРНК,1.3,7
сорняк,s,СРНК,4.4,6
сернистый,a,СРНСТ,0.8,9
сориентировать,v,СРНТРВТ,1.3,14
сориентироваться,v,СРНТРВТС,3.6,16
саранча,s,СРНЧ,1.6,7
серп,s,СРП,4.4,4
сироп,s,СРП,7.6,5
серопозитивный,a,СРПЗТВН,0.7,14
серпантин,s,СРПНТН,1.5,9
сюрприз,s,СРПРЗ,16.6,7
Серпухов,s.PROP,СРПХВ,1.7,8
серпуховский,a,СРПХВСК,1.1,12
сиропчик,s,СРПЧК,0.6,8
сорри,intj,СРР,0.5,5
сорри,part,СРР,0.4,5
суррогат,s,СРРГТ,2.0,8
суррогатный,a,СРРГТН,0.9,11
сюрреализм,s,СРРЛЗМ,1.1,10
сюрреалист,s,СРРЛСТ,0.9,10
сюрреалистический,a,СРРЛСТЧСК,1.4,17
серсо,s,СРС,0.4,5
Сорос,s.PROP,СРС,3.0,5
срисовать,v,СРСВТ,0.8,9
сирийский,a,СРСК,3.3,9
серость,s,СРСТ,2.3,7
сырость,s,СРСТ,7.6,7
срастание,s,СРСТН,0.6,9
срастись,v,СРСТС,4.3,8
срастить,v,СРСТТ,0.6,8
срастаться,v,СРСТТС,1.3,10
сереть,v,СРТ,1.2,6
сирота,s,СРТ,12.1,6
сорить,v,СРТ,1.9,6
сорт,s,СРТ,32.5,4
срать,v,СРТ,1.1,5
Саратов,s.PROP,СРТВ,15.9,7
сортовой,a,СРТВ,1.5,8
саратовский,a,СРТВСК,18.5,11
саратовец,s,СРТВЦ,0.9,9
сиротка,s,СРТК,1.3,7
сюртук,s,СРТК,3.4,6
сиротливо,adv,СРТЛВ,1.5,9
сиротливый,a,СРТЛВ,0.7,10
сортамент,s,СРТМНТ,1.1,9
сортимент,s,СРТМНТ,0.4,9
сретение,s,СРТН,0.5,8
соратник,s,СРТНК,13.7,8
серотонин,s,СРТНН,0.4,9
сретенский,a,СРТНСК,1.2,10
серотип,s,СРТП,1.6,7
серотипирование,s,СРТПРВН,0.4,15
Сартр,s.PROP,СРТР,1.9,5
сортир,s,СРТР,6.9,6
сортировка,s,СРТРВК,2.7,10
сортировать,v,СРТРВТ,2.1,11
сортировочный,a,СРТРВЧН,0.6,13
сортирный,a,СРТРН,0.5,9
сиротский,a,СРТСК,2.2,9
сиротство,s,СРТСТВ,1.8,9
осиротеть,v,СРТТ,3.2,9
сертификат,s,СРТФКТ,10.4,10
сертификация,s,СРТФКЦ,8.3,12
сертификационный,a,СРТФКЦНН,1.1,16
сертифицированный,a,СРТФЦРВНН,1.3,17
сертифицировать,v,СРТФЦРВТ,2.2,15
сурфактант,s,СРФКТНТ,0.4,10
Серафим,s.PROP,СРФМ,14.5,7
Серафима,s.PROP,СРФМ,4.9,8
сарафан,s,СРФН,3.8,7
серфинг,s,СРФНГ,0.4,7
сарафанчик,s,СРФНЧК,0.4,10
сириец,s,СРЦ,0.9,6
сарацин,s,СРЦН,0.4,7
сиречь,conj,СРЧ,1.0,6
сарайчик,s,СРЧК,2.4,8
сорочка,s,СРЧК,5.5,7
срочно,adv,СРЧН,36.1,6
срочный,a,СРЧН,19.9,7
срочник,s,СРЧНК,0.7,7
срочность,s,СРЧНСТ,0.9,9
осерчать,v,СРЧТ,0.7,8
серчать,v,СРЧТ,0.6,7
сараюшка,s,СРШК,0.5,8
сращивание,s,СРЩВН,0.6,10
сращение,s,СРЩН,0.5,8
асс,s,СС,0.6,3
ессей,s,СС,0.7,5
Иисус,s.PROP,СС,33.8,5
соус,s,СС,10.8,4
СС,s.PROP,СС,8.6,2
эссе,s,СС,5.0,4
сособственник,s,ССБСТВННК,0.7,13
иисусов,a,ССВ,1.0,7
эсэсовский,a,ССВСК,1.4,10
сосватать,v,ССВТТ,1.0,9
эсэсовец,s,ССВЦ,3.4,8
ассигнование,s,ССГНВН,3.5,12
ассигновать,v,ССГНВТ,0.5,11
ассигнация,s,ССГНЦ,1.6,10
сосед,s,ССД,97.8,5
сосуд,s,ССД,26.4,5
ссуда,s,ССД,7.1,5
соседка,s,ССДК,28.4,7
сосудик,s,ССДК,0.4,7
соседний,a,ССДН,66.4,8
ссадина,s,ССДН,3.4,7
ссудный,a,ССДН,0.8,7
соседский,a,ССДСК,6.5,9
сосудистый,a,ССДСТ,2.5,10
соседство,s,ССДСТВ,11.5,9
соседствовать,v,ССДСТВВТ,5.2,13
ссадить,v,ССДТ,0.8,7
ссудить,v,ССДТ,0.4,7
сиська,s,ССК,1.9,6
соска,s,ССК,1.7,5
сосок,s,ССК,5.8,5
сусек,s,ССК,0.5,5
сыск,s,ССК,1.4,4
соскабливать,v,ССКБЛВТ,0.4,12
соскакивать,v,ССККВТ,1.0,11
соскальзывать,v,ССКЛЗВТ,2.2,13
соскользнуть,v,ССКЛЗНТ,3.6,12
соискание,s,ССКН,1.4,9
сыскной,a,ССКН,1.3,7
сюсюкание,s,ССКН,0.4,9
иссякнуть,v,ССКНТ,5.8,9
соскребать,v,ССКРБТ,0.6,10
соскрести,v,ССКРСТ,0.5,9
иссякать,v,ССКТ,2.5,8
сыскать,v,ССКТ,3.8,7
сюсюкать,v,ССКТ,0.9,8
соискатель,s,ССКТЛ,2.8,10
сыскаться,v,ССКТС,0.8,9
соскочить,v,ССКЧТ,5.8,9
соскучиться,v,ССКЧТС,8.4,11
сословие,s,ССЛВ,7.1,8
Суслов,s.PROP,ССЛВ,4.8,6
сословный,a,ССЛВН,2.4,9
сослагательный,a,ССЛГТЛН,0.8,14
исследование,s,ССЛДВН,200.5,12
